facility_id,facility_name,address_1,address_2,city,state,postal_code,country,url,phone,begin_date,end_date,active,city_operated,notes,location
53,Innovative Express Care,1111 W Diversey Pkwy,,Chicago,IL,60614,United States of America,https://innovativecorona.com/,(773) 270-5600,2021-01-01,2021-12-31,true,false,Vaccine availability is limited and subject to change. Find more information using the link or phone number provided.,POINT (-87.656045 41.932632)
74,Oak Street Health Avalon Park,1715 E 95th St,,Chicago,IL,60632,United States of America,https://www.oakstreethealth.com/covid-19-vaccine,773-209-5333,2021-01-01,2021-12-31,true,false,Vaccine availability is limited and subject to change. Find more information using the link or phone number provided.,POINT (-87.581624 41.722335)
41,Friend Health - Ashland,4802 S Ashland Ave,,Chicago,IL,60609,United States of America,https://friendfhc.org/covid.html,,2021-01-01,2021-12-31,true,false,Vaccine availability is limited and subject to change. Find more information using the link or phone number provided.,POINT (-87.664977 41.806389)
125,"Walgreens Store #5234",5435 S Kedzie Ave,,Chicago,IL,60632,United States of America,https://www.walgreens.com/topic/promotion/covid-vaccine.jsp,,2021-01-01,2021-12-31,true,false,Vaccine availability is limited and subject to change. Find more information using the link or phone number provided.,POINT (-87.70357 41.794161)
26,Alivio - Western Avenue,2355 S Western Ave,,Chicago,IL,60608,United States of America,https://www.aliviomedicalcenter.org/locations/western-avenue,(773) 254-1400,2021-01-01,2021-12-31,true,false,Vaccine availability is limited and subject to change. Find more information using the link or phone number provided.,POINT (-87.685482 41.848718)
129,"Walgreens Store #12304",2744 N California Ave,,Chicago,IL,60647,United States of America,https://www.walgreens.com/topic/promotion/covid-vaccine.jsp,,2021-01-01,2021-12-31,true,false,Vaccine availability is limited and subject to change. Find more information using the link or phone number provided.,POINT (-87.697589 41.931419)
112,"Walgreens Store #3395",3401 W Roosevelt Rd,,Chicago,IL,60624,United States of America,https://www.walgreens.com/topic/promotion/covid-vaccine.jsp,,2021-01-01,2021-12-31,true,false,Vaccine availability is limited and subject to change. Find more information using the link or phone number provided.,POINT (-87.710713 41.866364)
70,Near North Health Service Corporation - Komed Holman Health Center,4259 S Berkeley Ave,,Chicago,IL,60653,United States of America,https://www.nearnorthhealth.org/,(312) 337-1070,2021-01-01,2021-12-31,true,false,Vaccine availability is limited and subject to change. Find more information using the link or phone number provided.,POINT (-87.600625 41.817193)
38,Erie Foster Avenue Health Center,2750 W North Ave,1st Floor,Chicago,IL,60647,United States of America,https://www.eriefamilyhealth.org/coronavirus,,2021-01-01,2021-12-31,true,false,Vaccine availability is limited and subject to change. Find more information using the link or phone number provided.,POINT (-87.696515 41.910291)
91,Primecare West Town,1431 N Western Ave,Ste 406,Chicago,IL,60622,United States of America,https://primecarehealth.org/,,2021-01-01,2021-12-31,true,false,Open to current patients only.,POINT (-87.687092 41.908298)
83,PCC Community Wellness Center at Steinmetz,3030 N Mobile Ave,,Chicago,IL,60634,United States of America,https://www.pccwellness.org/covid-19,,2021-01-01,2021-12-31,true,false,Vaccine availability is limited and subject to change. Find more information using the link or phone number provided.,POINT (-87.783386 41.934689)
108,"Walgreens Store #2903",5222 W Madison St,,Chicago,IL,60644,United States of America,https://www.walgreens.com/topic/promotion/covid-vaccine.jsp,,2021-01-01,2021-12-31,true,false,Vaccine availability is limited and subject to change. Find more information using the link or phone number provided.,POINT (-87.755579 41.880429)
134,"Walmart Store #5402",4650 W North Ave,,Chicago,IL,60639,United States of America,https://www.walmart.com/cp/1228302,,2021-01-01,2021-12-31,true,false,Vaccine availability is limited and subject to change. Find more information using the link or phone number provided.,POINT (-87.743003 41.909734)
100,"Walgreens Store #178",740 W Diversey Pkwy,,Chicago,IL,60614,United States of America,https://www.walgreens.com/topic/promotion/covid-vaccine.jsp,,2021-01-01,2021-12-31,true,false,Vaccine availability is limited and subject to change. Find more information using the link or phone number provided.,POINT (-87.648348 41.932762)
118,"Walgreens Store #4233",5600 W Fullerton Ave,,Chicago,IL,60639,United States of America,https://www.walgreens.com/topic/promotion/covid-vaccine.jsp,,2021-01-01,2021-12-31,true,false,Vaccine availability is limited and subject to change. Find more information using the link or phone number provided.,POINT (-87.76661 41.924032)
